sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model
22359,...french rap,...french rap,1,no,,high,gpt-4o-mini
22360,...girl,...Girl,1,no,,,gpt-4o-mini
22361,...good vibes,...good vibes,1,no,,,gpt-4o-mini
22362,...heart,...heart,1,no,,,gpt-4o-mini
22363,...hello,...hello,1,no,,,gpt-4o-mini
22364,...him,...him,1,no,,,gpt-4o-mini
22365,...i don't even know,...I don't even know,1,no,,,gpt-4o-mini
22366,...idc...,...IDC...,1,no,,,gpt-4o-mini
22367,...iii,...iii,1,no,,,gpt-4o-mini
22368,...lit🔥,...lit🔥,1,no,,,gpt-4o-mini
22369,...loading...,...loading...,1,no,,,gpt-4o-mini
22370,...lol,...lol,1,no,,,gpt-4o-mini
22371,...mind,...mind,1,no,,,gpt-4o-mini
22372,...mmmmm,...mmmmm,1,no,,,gpt-4o-mini
22373,...obsessed,...obsessed,1,no,,,gpt-4o-mini
22374,...people,...people,1,no,,,gpt-4o-mini
22375,...play me...,...Play Me...,1,no,,,gpt-4o-mini
22376,...romantics,...romantics,1,no,,,gpt-4o-mini
22377,...sad,...sad,1,no,,,gpt-4o-mini
22378,...salsita,...Salsita,1,no,,,gpt-4o-mini
22379,...smh...,...smh...,1,no,,,gpt-4o-mini
22380,...smooth...,...smooth...,1,no,,,gpt-4o-mini
22381,...soul songs...,...soul songs...,1,no,,,gpt-4o-mini
22382,...tbd,...TBD,1,no,,,gpt-4o-mini
22383,...those were the days,...Those Were The Days,1,no,,,gpt-4o-mini
22384,...up!,...Up!,1,no,,,gpt-4o-mini
22385,...vibin',...Vibin',1,no,,,gpt-4o-mini
22386,...wcs...,...WCS...,1,no,,,gpt-4o-mini
22387,...work in progress,...Work In Progress,1,no,,,gpt-4o-mini
22388,...❗️,...❗️,1,no,,,gpt-4o-mini
22389,...❤️,...❤️,1,no,,,gpt-4o-mini
22390,..:!outrun!:..,..:!OUTRUN!:..,1,no,,,gpt-4o-mini
22391,..:: 4:20 ::..,..:: 4:20 ::..,1,no,,,gpt-4o-mini
22392,..:: summer 2016 ::..,..:: Summer 2016 ::..,1,yes,summer playlist,high,gpt-4o-mini
22393,..::lolla 2014::..,..::Lolla 2014::..,1,yes,festival playlist,high,gpt-4o-mini
22394,..::spring '16::..,..::Spring '16::..,1,yes,spring playlist,high,gpt-4o-mini
22395,..:current:..,..:Current:..,1,no,,,gpt-4o-mini
22396,..bachatas..,..BACHATAS..,1,no,,,gpt-4o-mini
22397,..derek..,..Derek..,1,no,,,gpt-4o-mini
22398,..duo..,..DUO..,1,no,,,gpt-4o-mini
22399,..eh,..eh,1,no,,,gpt-4o-mini
22400,..good vibes..,..Good Vibes..,1,no,,high,gpt-4o-mini
22401,..jesus..,..jesus..,1,no,,high,gpt-4o-mini
22402,..new,..new,1,no,,high,gpt-4o-mini
22403,..nu.metal..,..nu.metal..,1,no,,high,gpt-4o-mini
22404,..party,..party,1,yes,for a party atmosphere,high,gpt-4o-mini
22405,..party time,..party time,1,yes,for a party atmosphere,high,gpt-4o-mini
22406,..slower songs..,..Slower Songs..,1,yes,for slower songs,mid,gpt-4o-mini
22407,..todd,..Todd,1,no,,high,gpt-4o-mini
22408,..work,..work,1,yes,for work environment,mid,gpt-4o-mini
22409,..❤️,..❤️,1,no,,high,gpt-4o-mini
22410,..💀💀,..💀💀,1,no,,high,gpt-4o-mini
22411,.002,.002,1,no,,high,gpt-4o-mini
22412,.04,.04,1,no,,high,gpt-4o-mini
22413,.05,.05,1,no,,high,gpt-4o-mini
22414,.06,.06,1,no,,high,gpt-4o-mini
22415,.08.17,.08.17,1,no,,high,gpt-4o-mini
22416,.0_0,.0_0,1,no,,high,gpt-4o-mini
22417,.10,.10,1,no,,high,gpt-4o-mini
22418,.10.16,.10.16,1,no,,high,gpt-4o-mini
22419,.11.,.11.,1,no,,high,gpt-4o-mini
22420,.15,.15,1,no,,high,gpt-4o-mini
22421,.17,.17,1,no,,high,gpt-4o-mini
22422,.18,.18,1,no,,high,gpt-4o-mini
22423,.1990s,.1990s,1,no,,high,gpt-4o-mini
22424,.2016.,.2016.,1,no,,high,gpt-4o-mini
22425,.2017.,.2017.,1,no,,high,gpt-4o-mini
22426,.24,.24,1,no,,high,gpt-4o-mini
22427,.24.,.24.,1,no,,high,gpt-4o-mini
22428,.27.,.27.,1,no,,high,gpt-4o-mini
22429,.28,.28,1,no,,high,gpt-4o-mini
22430,.29,.29,1,no,,high,gpt-4o-mini
22431,.35,.35,1,no,,high,gpt-4o-mini
22432,.38.,.38.,1,no,,high,gpt-4o-mini
22433,.40.,.40.,1,no,,high,gpt-4o-mini
22434,.90,.90,1,no,,high,gpt-4o-mini
22435,.90s jamz.,.90s jamz.,1,yes,for 90s jams,mid,gpt-4o-mini
22436,.: april 2015 :.,.: APRIL 2015 :.,1,no,,high,gpt-4o-mini
22437,.: different :.,.: Different :.,1,no,,high,gpt-4o-mini
22438,.: summah :.,.: summah :.,1,yes,for summer vibes,mid,gpt-4o-mini
22439,.:. energy .:.,.:. energy .:.,1,no,,high,gpt-4o-mini
22440,.:.:.:chill jamz:.:.:.,.:.:.:chill jamz:.:.:.,1,no,,,gpt-4o-mini
22441,.:.xmas.:.,.:.XMAS.:.,1,yes,Christmas music,high,gpt-4o-mini
22442,.:2pac:.,.:2PAC:.,1,no,,,gpt-4o-mini
22443,.::march::.,.::March::.,1,no,,,gpt-4o-mini
22444,.::skrt skrt,.::SKRT SKRT,1,no,,,gpt-4o-mini
22445,.::travels::.,.::travels::.,1,no,,,gpt-4o-mini
22446,.:beat:.,.:Beat:.,1,no,,,gpt-4o-mini
22447,.:christmas:.,.:Christmas:.,1,yes,Christmas music,high,gpt-4o-mini
22448,.:downtempo,.:Downtempo,1,no,,,gpt-4o-mini
22449,.:praise:.,.:PRAISE:.,1,no,,,gpt-4o-mini
22450,.:rock:.,.:Rock:.,1,no,,,gpt-4o-mini
22451,.:turnt:.,.:TURNT:.,1,no,,,gpt-4o-mini
22452,.:you:.,.:you:.,1,no,,,gpt-4o-mini
22453,.</3..,.</3..,1,no,,,gpt-4o-mini
22454,.<3.,.<3.,1,no,,,gpt-4o-mini
22455,.???,.???,1,no,,,gpt-4o-mini
22456,.agnes.,.agnes.,1,no,,,gpt-4o-mini
22457,.all songs,.all songs,1,no,,,gpt-4o-mini
22458,.all.the.feels.,.all.the.feels.,1,no,,,gpt-4o-mini
22459,.alt.,.alt.,1,no,,,gpt-4o-mini
22460,.angry,.angry,1,no,,,gpt-4o-mini
22461,.august 2015,.August 2015,1,no,,,gpt-4o-mini
22462,.beatz.,.beatz.,1,no,,,gpt-4o-mini
22463,.bee,.bee,1,no,,,gpt-4o-mini
22464,.bj,.bj,1,no,,,gpt-4o-mini
22465,.boat,.Boat,1,no,,,gpt-4o-mini
22466,.books.,.books.,1,no,,,gpt-4o-mini
22467,.britt,.britt,1,no,,,gpt-4o-mini
22468,.bump.,.bump.,1,no,,,gpt-4o-mini
22469,.c.h.i.l.l.,.c.h.i.l.l.,1,no,,,gpt-4o-mini
22470,.calm,.calm,1,no,,,gpt-4o-mini
22471,.chill.out.,.Chill.Out.,1,yes,Relaxing music,mid,gpt-4o-mini
22472,.chillin.,.chillin.,1,no,,,gpt-4o-mini
22473,.classic,.classic,1,no,,,gpt-4o-mini
22474,.classic country,.Classic Country,1,no,,,gpt-4o-mini
22475,.clean,.clean,1,no,,,gpt-4o-mini
22476,.college,.college,1,no,,,gpt-4o-mini
22477,.college.,.college.,1,no,,,gpt-4o-mini
22478,.crying.,.crying.,1,no,,,gpt-4o-mini
22479,.damn.,.damn.,1,no,,,gpt-4o-mini
22480,.disney.bops.,.disney.bops.,1,no,,high,gpt-4o-mini
22481,.dnb.,.dNb.,1,no,,high,gpt-4o-mini
22482,.do re mi,.do re mi,1,no,,high,gpt-4o-mini
22483,.edm,.edm,1,no,,high,gpt-4o-mini
22484,.emo,.Emo,1,no,,high,gpt-4o-mini
22485,.energy,.energy,1,no,,high,gpt-4o-mini
22486,.fall 2017,.fall 2017,1,yes,Fall 2017 music,high,gpt-4o-mini
22487,.feelgood,.Feelgood,1,no,,high,gpt-4o-mini
22488,.female,.Female,1,no,,high,gpt-4o-mini
22489,.flames,.flames,1,no,,high,gpt-4o-mini
22490,.fm,.FM,1,no,,high,gpt-4o-mini
22491,.fr,.fr,1,no,,high,gpt-4o-mini
22492,.gangsta,.gangsta,1,no,,high,gpt-4o-mini
22493,.gold,.gold,1,no,,high,gpt-4o-mini
22494,.golden age.,.golden age.,1,no,,high,gpt-4o-mini
22495,.good morning.,.good morning.,1,yes,Morning music,high,gpt-4o-mini
22496,.good vibez,.good vibez,1,no,,high,gpt-4o-mini
22497,.green.,.Green.,1,no,,high,gpt-4o-mini
22498,.gym,.gym,1,yes,Gym workout music,high,gpt-4o-mini
22499,.helen,.helen,1,no,,high,gpt-4o-mini
22500,.here,.here,1,no,,high,gpt-4o-mini
22501,.hh,.hh,1,no,,high,gpt-4o-mini
22502,.i like!,.I like!,1,no,,high,gpt-4o-mini
22503,.ireland,.ireland,1,no,,high,gpt-4o-mini
22504,.iv.,.IV.,1,no,,high,gpt-4o-mini
22505,.jackson.,.jackson.,1,no,,high,gpt-4o-mini
22506,.jams.,.jams.,1,no,,high,gpt-4o-mini
22507,.jamz.,.jamz.,1,no,,high,gpt-4o-mini
22508,.january,.january,1,yes,January music,high,gpt-4o-mini
22509,.july 2015,.July 2015,1,yes,July 2015 music,high,gpt-4o-mini
22510,.just because.,.just because.,1,no,,high,gpt-4o-mini
22511,.lake,.lake,1,no,,high,gpt-4o-mini
22512,.leah,.Leah,1,no,,high,gpt-4o-mini
22513,.life,.Life,1,no,,high,gpt-4o-mini
22514,.loud.,.loud.,1,no,,high,gpt-4o-mini
22515,.meditation.,.meditation.,1,yes,Meditation music,high,gpt-4o-mini
22516,.memory,.Memory,1,no,,high,gpt-4o-mini
22517,.mind.,.mind.,1,no,,high,gpt-4o-mini
22518,.missing you.,.Missing You.,1,no,,high,gpt-4o-mini
22519,.mix 1,.Mix 1,1,no,,high,gpt-4o-mini
22520,.mood,.mood,1,no,,high,gpt-4o-mini
22521,.morning,.Morning,1,yes,morning listening,high,gpt-4o-mini
22522,.mov,.mov,1,no,,high,gpt-4o-mini
22523,.move,.move,1,yes,movement or exercise,mid,gpt-4o-mini
22524,.music.,.music.,1,no,,high,gpt-4o-mini
22525,.nap time.,.nap time.,1,yes,nap time,high,gpt-4o-mini
22526,.new.run.,.new.run.,1,yes,running or exercise,high,gpt-4o-mini
22527,.newnew,.newnew,1,no,,high,gpt-4o-mini
22528,.november 2015,.November 2015,1,no,,high,gpt-4o-mini
22529,.numb,.numb,1,no,,high,gpt-4o-mini
22530,.oh no.,.oh no.,1,no,,high,gpt-4o-mini
22531,.orchestra,.orchestra,1,no,,high,gpt-4o-mini
22532,.par,.paR,1,no,,high,gpt-4o-mini
22533,.piano.,.piano.,1,no,,high,gpt-4o-mini
22534,.pluto.,.pluto.,1,no,,high,gpt-4o-mini
22535,.pop.,.pop.,1,no,,high,gpt-4o-mini
22536,.postrock,.postrock,1,no,,high,gpt-4o-mini
22537,.practice.,.practice.,1,yes,practice session,mid,gpt-4o-mini
22538,.praise him.,.praise him.,1,yes,worship or praise,mid,gpt-4o-mini
22539,.pray.,.pray.,1,yes,prayer time,mid,gpt-4o-mini
22540,.prayer,.Prayer,1,yes,prayer time,mid,gpt-4o-mini
22541,.pregame,.pregame,1,yes,pre-game atmosphere,high,gpt-4o-mini
22542,.pregame.,.pregame.,1,yes,pre-game atmosphere,high,gpt-4o-mini
22543,.rain.,.Rain.,1,no,,high,gpt-4o-mini
22544,.rap.,.rap.,1,no,,high,gpt-4o-mini
22545,.reggae.,.reggae.,1,no,,high,gpt-4o-mini
22546,.roads.,.roads.,1,no,,high,gpt-4o-mini
22547,.rumba,.Rumba,1,no,,high,gpt-4o-mini
22548,.run,.Run,1,yes,running or exercise,high,gpt-4o-mini
22549,.run2.,.run2.,1,yes,running or exercise,mid,gpt-4o-mini
22550,.s.e.x.,.S.E.X.,1,no,,high,gpt-4o-mini
22551,.sad.,.sAd.,1,no,,high,gpt-4o-mini
22552,.senior.,.senior.,1,no,,high,gpt-4o-mini
22553,.september 2017,.September 2017,1,no,,high,gpt-4o-mini
22554,.singer/songwriter,.singer/songwriter,1,no,,high,gpt-4o-mini
22555,.slow it down.,.slow it down.,1,yes,slowing down,mid,gpt-4o-mini
22556,.slowdown,.slowdown,1,yes,slowing down,mid,gpt-4o-mini
22557,.slowjamz,.slowjamz,1,no,,high,gpt-4o-mini
22558,.softrock(),.softRock(),1,no,,high,gpt-4o-mini
22559,.sounds.,.sounds.,1,no,,high,gpt-4o-mini
22560,.spring 2016,.Spring 2016,1,no,,,gpt-4o-mini
22561,.steady.,.steady.,1,no,,,gpt-4o-mini
22562,.stop.,.stop.,1,no,,,gpt-4o-mini
22563,.stress relief,.stress relief,1,yes,stress relief,high,gpt-4o-mini
22564,.summer.,.summer.,1,no,,,gpt-4o-mini
22565,.summer.15.,.Summer.15.,1,no,,,gpt-4o-mini
22566,.sun.,.sun.,1,no,,,gpt-4o-mini
22567,.sunny.,.SUNNY.,1,no,,,gpt-4o-mini
22568,.superchill,.superchill,1,no,,,gpt-4o-mini
22569,.swagger,.swagger,1,no,,,gpt-4o-mini
22570,.tb,.Tb,1,no,,,gpt-4o-mini
22571,.the day.,.the day.,1,no,,,gpt-4o-mini
22572,.the playlist,.tHE pLAYLIST,1,no,,,gpt-4o-mini
22573,.thug lyfe.,.THUG Lyfe.,1,no,,,gpt-4o-mini
22574,.top,.top,1,no,,,gpt-4o-mini
22575,.trapped.,.Trapped.,1,no,,,gpt-4o-mini
22576,.trip,.trip,1,no,,,gpt-4o-mini
22577,.vibes,.Vibes,1,no,,,gpt-4o-mini
22578,.warm,.warm,1,no,,,gpt-4o-mini
22579,.weird,.Weird,1,no,,,gpt-4o-mini
22580,.weirdo,.weirdo,1,no,,,gpt-4o-mini
22581,.why not.,.WHY NOT.,1,no,,,gpt-4o-mini
22582,.winter.,.winter.,1,no,,,gpt-4o-mini
22583,.women,.Women,1,no,,,gpt-4o-mini
22584,.work it.,.work it.,1,yes,workout music,high,gpt-4o-mini
22585,.work.out.,.work.out.,1,yes,workout,high,gpt-4o-mini
22586,.x3,.x3,1,no,,,gpt-4o-mini
22587,.xx,.xx,1,no,,,gpt-4o-mini
22588,.¯\_(ツ)_/¯.,.¯\_(ツ)_/¯.,1,no,,,gpt-4o-mini
22589,.💜💜,.💜💜,1,no,,,gpt-4o-mini
22590,.🤘🏻,.🤘🏻,1,no,,,gpt-4o-mini
22591,.🤙🏼,.🤙🏼,1,no,,,gpt-4o-mini
22592,/     classic,/     Classic,1,no,,,gpt-4o-mini
22593,/ / / fall / / /,/ / / fall / / /,1,no,,,gpt-4o-mini
22594,/ / l o v e / /,/ / L O V E / /,1,no,,,gpt-4o-mini
22595,/ / v i b e s / /,/ / V i B E S / /,1,no,,,gpt-4o-mini
22596,/ 2014,/ 2014,1,no,,,gpt-4o-mini
22597,/ 2015,/ 2015,1,no,,,gpt-4o-mini
22598,/ chocolate,/ chocolate,1,no,,,gpt-4o-mini
22599,/ cruise,/ cruise,1,yes,cruise music,high,gpt-4o-mini
22600,/ e d m /,/ e d m /,1,no,,,gpt-4o-mini
22601,/ isabelle /,/ isabelle /,1,no,,,gpt-4o-mini
22602,/ june 16,/ june 16,1,no,,,gpt-4o-mini
22603,/ voodoo /,/ VOODOO /,1,no,,,gpt-4o-mini
22604,/ w o r s h i p /,/ W O R S H I P /,1,yes,worship music context,high,gpt-4o-mini
22605,/**/hipster,/**/hipster,1,no,,,gpt-4o-mini
22606,/*code,/*CODE,1,no,,,gpt-4o-mini
22607,// 2 0 1 6 //,// 2 0 1 6 //,1,no,,,gpt-4o-mini
22608,// 2014 //,// 2014 //,1,no,,,gpt-4o-mini
22609,// 2016 //,// 2016 //,1,no,,,gpt-4o-mini
22610,// 25 //,// 25 //,1,no,,,gpt-4o-mini
22611,// 50s,// 50s,1,no,,,gpt-4o-mini
22612,// 60s,// 60s,1,no,,,gpt-4o-mini
22613,// 60s //,// 60s //,1,no,,,gpt-4o-mini
22614,// 70s //,// 70s //,1,no,,,gpt-4o-mini
22615,// 90s,// 90s,1,no,,,gpt-4o-mini
22616,// \\,// \\,1,no,,,gpt-4o-mini
22617,// addicted //,// addicted //,1,no,,,gpt-4o-mini
22618,// alive.,// Alive.,1,no,,,gpt-4o-mini
22619,// alternative //,// ALTERNATIVE //,1,no,,,gpt-4o-mini
22620,// alyssa //,// alyssa //,1,no,,,gpt-4o-mini
22621,// anthems //,// anthems //,1,no,,,gpt-4o-mini
22622,// april //,// april //,1,no,,,gpt-4o-mini
22623,// bass,// Bass,1,no,,,gpt-4o-mini
22624,// beachin //,// beachin //,1,yes,beach listening context,high,gpt-4o-mini
22625,// bored //,// bored //,1,no,,,gpt-4o-mini
22626,// broadway baby,// Broadway Baby,1,no,,,gpt-4o-mini
22627,// cabo //,// CABO //,1,no,,,gpt-4o-mini
22628,// car jams //,// car jams //,1,yes,car music context,high,gpt-4o-mini
22629,// car rides //,// car rides //,1,yes,car rides context,high,gpt-4o-mini
22630,// childhood,// childhood,1,no,,,gpt-4o-mini
22631,// chill,// chill,1,no,,,gpt-4o-mini
22632,// chill vibes //,// chill vibes //,1,no,,,gpt-4o-mini
22633,// chill wave,// chill wave,1,no,,,gpt-4o-mini
22634,// classic pop,// Classic Pop,1,no,,,gpt-4o-mini
22635,// classics,// classics,1,no,,,gpt-4o-mini
22636,// classy //,// CLASSY //,1,no,,,gpt-4o-mini
22637,// cocktail hour //,// cocktail hour //,1,yes,cocktail hour context,high,gpt-4o-mini
22638,// country //,// country //,1,no,,,gpt-4o-mini
22639,// deep //,// DEEP //,1,no,,,gpt-4o-mini
22640,// disney channel //,// Disney Channel //,1,no,,,gpt-4o-mini
22641,// drive,// Drive,1,yes,for driving,high,gpt-4o-mini
22642,// elevator music //,// elevator music //,1,yes,for background music,mid,gpt-4o-mini
22643,// evening,// Evening,1,yes,for evening relaxation,high,gpt-4o-mini
22644,// f a l l //,// F A L L //,1,no,,,gpt-4o-mini
22645,// fall,// Fall,1,no,,,gpt-4o-mini
22646,// fall '14,// fall '14,1,no,,,gpt-4o-mini
22647,// fall '17,// Fall '17,1,no,,,gpt-4o-mini
22648,// fall 2017 //,// FALL 2017 //,1,no,,,gpt-4o-mini
22649,// february '17,// February '17,1,no,,,gpt-4o-mini
22650,// february 2017 //,// february 2017 //,1,no,,,gpt-4o-mini
22651,// feels //,// FEELS //,1,no,,,gpt-4o-mini
22652,// garden,// Garden,1,no,,,gpt-4o-mini
22653,// get psyched,// GET PSYCHED,1,yes,for energizing,high,gpt-4o-mini
22654,// him,// Him,1,no,,,gpt-4o-mini
22655,// hope,// hope,1,no,,,gpt-4o-mini
22656,// hymns,// hymns,1,no,,,gpt-4o-mini
22657,// indie //,// INDIE //,1,no,,,gpt-4o-mini
22658,// indie //  *,// indie //  *,1,no,,,gpt-4o-mini
22659,// influence,// INFLUENCE,1,no,,,gpt-4o-mini
22660,// instrumental,// Instrumental,1,no,,,gpt-4o-mini
22661,// jack,// Jack,1,no,,,gpt-4o-mini
22662,// june //,// JUNE //,1,no,,,gpt-4o-mini
22663,// june 2017 //,// JUNE 2017 //,1,no,,,gpt-4o-mini
22664,// kc //,// kc //,1,no,,,gpt-4o-mini
22665,// l o v e //,// L O V E //,1,no,,,gpt-4o-mini
22666,// l.a. //,// l.a. //,1,no,,,gpt-4o-mini
22667,// leaves //,// leaves //,1,no,,,gpt-4o-mini
22668,// levi //,// Levi //,1,no,,,gpt-4o-mini
22669,// listen //,// listen //,1,no,,,gpt-4o-mini
22670,// long run,// long run,1,yes,for running,high,gpt-4o-mini
22671,// love //,// LOVE //,1,no,,,gpt-4o-mini
22672,// m o o d //,// M O O D //,1,no,,,gpt-4o-mini
22673,// march,// march,1,no,,,gpt-4o-mini
22674,// may '16,// May '16,1,no,,,gpt-4o-mini
22675,// may //,// may //,1,no,,,gpt-4o-mini
22676,// motivation //,// MOTIVATION //,1,yes,for motivation,high,gpt-4o-mini
22677,// motown //,// MOTOWN //,1,no,,,gpt-4o-mini
22678,// music //,// music //,1,no,,,gpt-4o-mini
22679,// neo soul //,// Neo Soul //,1,no,,,gpt-4o-mini
22680,// new worship //,// New Worship //,1,no,,high,gpt-4o-mini
22681,// november //,// november //,1,no,,high,gpt-4o-mini
22682,// october '17,// october '17,1,no,,high,gpt-4o-mini
22683,// october //,// october //,1,no,,high,gpt-4o-mini
22684,// october 2017 //,// October 2017 //,1,no,,high,gpt-4o-mini
22685,// oldies //,// oldies //,1,no,,high,gpt-4o-mini
22686,// p o p //,// P O P //,1,no,,high,gpt-4o-mini
22687,// portland,// portland,1,no,,high,gpt-4o-mini
22688,// r&b //,// R&B //,1,no,,high,gpt-4o-mini
22689,// rainy day //,// Rainy Day //,1,yes,for a rainy day,high,gpt-4o-mini
22690,// random //,// random //,1,no,,high,gpt-4o-mini
22691,// real music //,// Real Music //,1,no,,high,gpt-4o-mini
22692,// relaxed,// Relaxed,1,yes,for relaxation,high,gpt-4o-mini
22693,// road trippin //,// ROAD TRIPPIN //,1,yes,for road trips,high,gpt-4o-mini
22694,// roadtrip //,// ROADTRIP //,1,yes,for road trips,high,gpt-4o-mini
22695,// september '16 //,// september '16 //,1,no,,high,gpt-4o-mini
22696,// shower time //,// shower time //,1,yes,for shower time,high,gpt-4o-mini
22697,// smooth ~,// smooth ~,1,no,,high,gpt-4o-mini
22698,// soft music,// soft music,1,no,,high,gpt-4o-mini
22699,// soul,// soul,1,no,,high,gpt-4o-mini
22700,// spring 2015 //,// SPRING 2015 //,1,no,,high,gpt-4o-mini
22701,// spring 2017,// spring 2017,1,no,,high,gpt-4o-mini
22702,// study //,// study //,1,yes,for studying,high,gpt-4o-mini
22703,// summer //,// summer //,1,no,,high,gpt-4o-mini
22704,// summer 2k16 //,// Summer 2K16 //,1,no,,high,gpt-4o-mini
22705,// summer jams //,// summer jams //,1,yes,for summer enjoyment,high,gpt-4o-mini
22706,// summer vibes //,// summer vibes //,1,no,,high,gpt-4o-mini
22707,// sunrise //,// SUNRISE //,1,no,,high,gpt-4o-mini
22708,// tb !!,// tb !!,1,no,,high,gpt-4o-mini
22709,// the playlist //,// The Playlist //,1,no,,high,gpt-4o-mini
22710,// throwback,// throwback,1,no,,high,gpt-4o-mini
22711,// trouble //,// Trouble //,1,no,,high,gpt-4o-mini
22712,// upbeat,// UpBeAt,1,no,,high,gpt-4o-mini
22713,// vibes,// vibes,1,no,,high,gpt-4o-mini
22714,// vibes //,// VIBES //,1,no,,high,gpt-4o-mini
22715,// workout //,// workout //,1,yes,for workouts,high,gpt-4o-mini
22716,// worship //,// WORSHIP //,1,yes,for worship,high,gpt-4o-mini
22717,// yosemite,// yosemite,1,no,,high,gpt-4o-mini
22718,// you //,// YOU //,1,no,,high,gpt-4o-mini
22719,//* avery,//* AVERY,1,no,,high,gpt-4o-mini
22720,//--,//--,1,no,,high,gpt-4o-mini
22721,//-/-(()/,//-/-(()/,1,no,,high,gpt-4o-mini
22722,//.jams.//,//.jams.//,1,no,,high,gpt-4o-mini
22723,/// '15,/// '15,1,no,,high,gpt-4o-mini
22724,/// halloween 2017,/// halloween 2017,1,yes,Halloween event,high,gpt-4o-mini
22725,/// old but gold,/// Old but Gold,1,no,,high,gpt-4o-mini
22726,/// party,/// PARTY,1,yes,Party atmosphere,high,gpt-4o-mini
22727,///////////////fall,///////////////fall,1,yes,Fall season,high,gpt-4o-mini
22728,////booty,////booty,1,no,,high,gpt-4o-mini
22729,////some favorites,////Some Favorites,1,no,,high,gpt-4o-mini
22730,///avicii///,///AVICII///,1,no,,high,gpt-4o-mini
22731,///bird///,///bird///,1,no,,high,gpt-4o-mini
22732,///hipster,///Hipster,1,no,,high,gpt-4o-mini
22733,///lucy,///LUCY,1,no,,high,gpt-4o-mini
22734,///roots///,///roots///,1,no,,high,gpt-4o-mini
22735,///summer 2017,///Summer 2017,1,yes,Summer season,high,gpt-4o-mini
22736,///the dream///,///The Dream///,1,no,,high,gpt-4o-mini
22737,///workday///,///workday///,1,yes,Workday background,high,gpt-4o-mini
22738,//1980's//,//1980'S//,1,no,,high,gpt-4o-mini
22739,//2013-2014//,//2013-2014//,1,no,,high,gpt-4o-mini
22740,//2015//,//2015//,1,no,,high,gpt-4o-mini
22741,//31,//31,1,no,,high,gpt-4o-mini
22742,//90s,//90s,1,no,,high,gpt-4o-mini
22743,//>>//,//>>//,1,no,,high,gpt-4o-mini
22744,//\\,//\\,1,no,,high,gpt-4o-mini
22745,//abc,//aBc,1,no,,high,gpt-4o-mini
22746,//alexis//,//alexis//,1,no,,high,gpt-4o-mini
22747,//am//,//AM//,1,no,,high,gpt-4o-mini
22748,//august 2016//,//august 2016//,1,yes,August month,high,gpt-4o-mini
22749,//august//,//august//,1,yes,August month,high,gpt-4o-mini
22750,//autumn.,//autumn.,1,yes,Autumn season,high,gpt-4o-mini
22751,//ayee,//ayee,1,no,,high,gpt-4o-mini
22752,//bad habits//,//BAD HABITS//,1,no,,high,gpt-4o-mini
22753,//bang,//bang,1,no,,high,gpt-4o-mini
22754,//bangerz,//BANGERZ,1,no,,high,gpt-4o-mini
22755,//beats//,//BEATS//,1,no,,high,gpt-4o-mini
22756,//bedtime//,//BEDTIME//,1,yes,Bedtime relaxation,high,gpt-4o-mini
22757,//birthday//,//Birthday//,1,yes,Birthday celebration,high,gpt-4o-mini
22758,//calm before the storm//,//calm before the storm//,1,no,,high,gpt-4o-mini
22759,//car ride//,//Car Ride//,1,yes,Car ride,high,gpt-4o-mini
22760,//car//,//car//,1,no,,,gpt-4o-mini
22761,//chil//,//chil//,1,no,,,gpt-4o-mini
22762,//chill worship//,//CHILL WORSHIP//,1,yes,Worship music for relaxation,mid,gpt-4o-mini
22763,//chill//,//chill//,1,no,,,gpt-4o-mini
22764,//christmas.,//christmas.,1,yes,Christmas music for the season,high,gpt-4o-mini
22765,//clean,//Clean,1,no,,,gpt-4o-mini
22766,//cool vibes//,//Cool Vibes//,1,no,,,gpt-4o-mini
22767,//country lovin,//country lovin,1,no,,,gpt-4o-mini
22768,//country//,//Country//,1,no,,,gpt-4o-mini
22769,//current mood//,//current mood//,1,no,,,gpt-4o-mini
22770,//d i s n e y//,//d i s n e y//,1,no,,,gpt-4o-mini
22771,//dance,//dance,1,no,,,gpt-4o-mini
22772,//december//,//december//,1,yes,Music for December vibes,mid,gpt-4o-mini
22773,//disney//,//disney//,1,no,,,gpt-4o-mini
22774,//distance,//distance,1,no,,,gpt-4o-mini
22775,//drive time//,//Drive Time//,1,yes,Music for driving,high,gpt-4o-mini
22776,//driving//,//driving//,1,yes,Music for driving,high,gpt-4o-mini
22777,//edm,//EDM,1,no,,,gpt-4o-mini
22778,//emotions//,//emotions//,1,no,,,gpt-4o-mini
22779,//español...//,//español...//,1,no,,,gpt-4o-mini
22780,//exhale//,//Exhale//,1,no,,,gpt-4o-mini
22781,//favorite music//,//FAVORITE MUSIC//,1,no,,,gpt-4o-mini
22782,//feel good//,//FEEL GOOD//,1,no,,,gpt-4o-mini
22783,//fire//,//FIRE//,1,no,,,gpt-4o-mini
22784,//get free//,//get free//,1,no,,,gpt-4o-mini
22785,//get pumped//,//Get Pumped//,1,yes,Music to get energized,mid,gpt-4o-mini
22786,//girl//,//girl//,1,no,,,gpt-4o-mini
22787,//good vibes//,//good vibes//,1,no,,,gpt-4o-mini
22788,//goods//,//goods//,1,no,,,gpt-4o-mini
22789,//happiness//,//happiness//,1,no,,,gpt-4o-mini
22790,//happy place//,//happy place//,1,no,,,gpt-4o-mini
