track_uri,track_name,artist_name,total_count,dominant_category,confidence,entropy,distribution
spotify:track:6znSbsDDFdBZaiucjUGaWy,Light It Up,Luke Bryan,6,Driving,0.5,1.7925,"{""Party"": 0.16666666666666666, ""Driving"": 0.5, ""Sleep/Relax"": 0.16666666666666666, ""DailyRoutine"": 0.16666666666666666}"
spotify:track:4OGP3JkT2pGickXoZ95VAj,I'll Be Home For Christmas,Johnnyswim,14,Holiday,0.9286,0.3712,"{""Holiday"": 0.9285714285714286, ""Party"": 0.07142857142857142}"
spotify:track:6QfjvDB63IGxWNtjySyh9F,Christmas Day,Johnnyswim,15,Holiday,0.8667,0.5665,"{""Holiday"": 0.8666666666666667, ""Party"": 0.13333333333333333}"
spotify:track:1p1E8aR3qUxZZ1uC65qRz4,O Come All Ye Faithful,Johnnyswim,21,Holiday,0.7619,0.9637,"{""Holiday"": 0.7619047619047619, ""Party"": 0.19047619047619047, ""Worship"": 0.047619047619047616}"
spotify:track:6ySzH1PgfSk2Is7Pe3PRiF,Have Yourself A Merry Little Christmas,Johnnyswim,14,Holiday,0.8571,0.5917,"{""Holiday"": 0.8571428571428571, ""Party"": 0.14285714285714285}"
spotify:track:4eFDmyRfIRHec7QrapBEx6,Christmas Angels,Michael W. Smith,5,Holiday,0.8,0.7219,"{""Holiday"": 0.8, ""Party"": 0.2}"
spotify:track:0VpH8wbQAWoUd2xMTQFQx8,Son of God,Michael W. Smith,5,Holiday,0.8,0.7219,"{""Holiday"": 0.8, ""Party"": 0.2}"
spotify:track:4SLU0Vm12zHv7yazIXT63b,All Is Well,Michael W. Smith,11,Holiday,0.8182,0.684,"{""Holiday"": 0.8181818181818182, ""Party"": 0.18181818181818182}"
spotify:track:251lM96DbNbBzUrSuDcP6y,Adversity,Beach Fossils,5,Sleep/Relax,0.6,1.371,"{""Driving"": 0.2, ""Sleep/Relax"": 0.6, ""Study/Focus"": 0.2}"
spotify:track:2zxOJ3tJyK5CvUCas4XtW3,Jungle,Emma Louise,11,Sleep/Relax,0.3636,2.3685,"{""Driving"": 0.09090909090909091, ""Study/Focus"": 0.18181818181818182, ""DailyRoutine"": 0.18181818181818182, ""Seasonal/Summer"": 0.09090909090909091, ""Sleep/Relax"": 0.36363636363636365, ""Workout"": 0.09090909090909091}"
spotify:track:6kAZRPHGQHryRZbs6Zyh6B,North by North,Faded Paper Figures,6,Romance/Wedding,0.3333,2.2516,"{""Driving"": 0.16666666666666666, ""Romance/Wedding"": 0.3333333333333333, ""Party"": 0.16666666666666666, ""Workout"": 0.16666666666666666, ""Sleep/Relax"": 0.16666666666666666}"
spotify:track:3mnZ0JehmgDBzG0vHScCRH,You're Out Wasting,Andy Shauf,7,Seasonal/Summer,0.4286,1.8424,"{""Driving"": 0.2857142857142857, ""Seasonal/Summer"": 0.42857142857142855, ""Sleep/Relax"": 0.14285714285714285, ""DailyRoutine"": 0.14285714285714285}"
spotify:track:21KLm7iqFaI6a6d89cYPyx,Zi-Zi's Journey,Lindsey Stirling,7,Study/Focus,0.5714,0.9852,"{""Workout"": 0.42857142857142855, ""Study/Focus"": 0.5714285714285714}"
spotify:track:1OWtjc65Tw91ll84mdXHGA,Song Of The Caged Bird,Lindsey Stirling,11,Study/Focus,0.4545,1.7899,"{""Workout"": 0.18181818181818182, ""DailyRoutine"": 0.09090909090909091, ""Study/Focus"": 0.45454545454545453, ""Sleep/Relax"": 0.2727272727272727}"
spotify:track:7wf2J39gxdJUCui5LRPJt4,Minimal Beat,Lindsey Stirling,5,Study/Focus,0.6,1.371,"{""Workout"": 0.2, ""Study/Focus"": 0.6, ""Sleep/Relax"": 0.2}"
spotify:track:26avk1jjvm5eY75vdcNbbg,Transcendence,Lindsey Stirling,7,Study/Focus,0.5714,1.3788,"{""Workout"": 0.2857142857142857, ""Study/Focus"": 0.5714285714285714, ""Sleep/Relax"": 0.14285714285714285}"
spotify:track:2EZ4J2FK5IFXExIp2Q2WUU,Spontaneous Me,Lindsey Stirling,6,Study/Focus,0.8333,0.65,"{""Workout"": 0.16666666666666666, ""Study/Focus"": 0.8333333333333334}"
spotify:track:6MPKDRTxIrHoQvmG82f110,Anti Gravity,Lindsey Stirling,5,Study/Focus,0.6,1.371,"{""Workout"": 0.2, ""Study/Focus"": 0.6, ""Sleep/Relax"": 0.2}"
spotify:track:1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,Billy Idol,33,Party,0.3636,2.6147,"{""Workout"": 0.21212121212121213, ""DailyRoutine"": 0.12121212121212122, ""Gaming"": 0.030303030303030304, ""Driving"": 0.09090909090909091, ""Party"": 0.36363636363636365, ""Romance/Wedding"": 0.09090909090909091, ""Holiday"": 0.030303030303030304, ""Seasonal/Summer"": 0.030303030303030304, ""Study/Focus"": 0.030303030303030304}"
spotify:track:5fEpel9Vcv7aLTZ363Ct0f,Shatter Me,Lindsey Stirling,18,Workout,0.4444,2.128,"{""Workout"": 0.4444444444444444, ""DailyRoutine"": 0.05555555555555555, ""Driving"": 0.16666666666666666, ""Party"": 0.2222222222222222, ""Study/Focus"": 0.05555555555555555, ""Gaming"": 0.05555555555555555}"
spotify:track:0DIgd59sJ0EmwV9DOScO4L,Let It Snow! Let It Snow! Let It Snow!,Rod Stewart,24,Holiday,0.75,0.8113,"{""Holiday"": 0.75, ""Party"": 0.25}"
spotify:track:0TgehcfvFo1X0M8ES33Yxy,We Three Kings,Rod Stewart,12,Holiday,0.8333,0.65,"{""Holiday"": 0.8333333333333334, ""Party"": 0.16666666666666666}"
spotify:track:0LK6y0A8mB8TLv8CG0EcfG,What Are You Doing New Year's Eve?,Rod Stewart,17,Holiday,0.8235,0.6723,"{""Holiday"": 0.8235294117647058, ""Party"": 0.17647058823529413}"
spotify:track:7lYkFM41hZyHnivFfrUUJ9,Dominic the Donkey,Christopher Crius,7,Holiday,0.7143,0.8631,"{""Holiday"": 0.7142857142857143, ""Party"": 0.2857142857142857}"
spotify:track:1xlaY4MdzBn36OW5EwCcZr,Cantique de nöel (O Holy Night),Adolphe Adam,5,Holiday,1.0,-0.0,"{""Holiday"": 1.0}"
spotify:track:71coiXrc4ti5HqZAh80vOC,"Goodbye, Horses",Q Lazzarus & Garvey,9,Driving,0.5556,1.3516,"{""Holiday"": 0.3333333333333333, ""Party"": 0.1111111111111111, ""Driving"": 0.5555555555555556}"
spotify:track:2HfEjB5kS1Jr8i6kckNgf1,The Boogie Monster,Gnarls Barkley,23,Holiday,0.8261,0.6666,"{""Holiday"": 0.8260869565217391, ""Party"": 0.17391304347826086}"
spotify:track:4VIDVd87GQcBSbofvDp8Pj,Bad Things,Jace Everett,27,Holiday,0.5926,1.5826,"{""Holiday"": 0.5925925925925926, ""Party"": 0.25925925925925924, ""Driving"": 0.07407407407407407, ""Romance/Wedding"": 0.037037037037037035, ""Study/Focus"": 0.037037037037037035}"
spotify:track:4NRQwaks9r58tTDvr4iEyv,In The Midnight Hour,Wilson Pickett,17,Party,0.2941,2.581,"{""Holiday"": 0.11764705882352941, ""Romance/Wedding"": 0.23529411764705882, ""Seasonal/Summer"": 0.11764705882352941, ""Driving"": 0.058823529411764705, ""Party"": 0.29411764705882354, ""Sleep/Relax"": 0.058823529411764705, ""DailyRoutine"": 0.11764705882352941}"
spotify:track:6fKYUIurKDNTHz7bEOaOj6,Zombie Zoo,Tom Petty,6,Holiday,0.5,1.4591,"{""Holiday"": 0.5, ""Party"": 0.3333333333333333, ""DailyRoutine"": 0.16666666666666666}"
spotify:track:46Y1VsEbWAQ7dIZe1gpnve,You Only Live Once,The Strokes,33,Driving,0.2424,2.4761,"{""Driving"": 0.24242424242424243, ""Sleep/Relax"": 0.12121212121212122, ""Seasonal/Summer"": 0.24242424242424243, ""Party"": 0.24242424242424243, ""Study/Focus"": 0.030303030303030304, ""Workout"": 0.030303030303030304, ""DailyRoutine"": 0.09090909090909091}"
spotify:track:2fyIS6GXMgUcSv4oejx63f,Mardy Bum,Arctic Monkeys,34,Driving,0.4118,2.2281,"{""Driving"": 0.4117647058823529, ""Party"": 0.17647058823529413, ""Workout"": 0.058823529411764705, ""Seasonal/Summer"": 0.20588235294117646, ""Sleep/Relax"": 0.058823529411764705, ""DailyRoutine"": 0.08823529411764706}"
spotify:track:5dFeNkfQT1l8XdEA990jxP,Another Is Waiting,The Avett Brothers,8,Driving,0.375,2.4056,"{""Driving"": 0.375, ""Party"": 0.125, ""Seasonal/Summer"": 0.125, ""DailyRoutine"": 0.125, ""Study/Focus"": 0.125, ""Sleep/Relax"": 0.125}"
spotify:track:3Xh70BsJYf9nHnc0FtN07i,LA Calling,Crystal Fighters,10,Seasonal/Summer,0.4,1.9219,"{""Driving"": 0.2, ""Workout"": 0.2, ""Seasonal/Summer"": 0.4, ""Party"": 0.2}"
spotify:track:3JzGNhQupcWebR9Vp8AGiq,You & I,Crystal Fighters,11,Workout,0.3636,2.3685,"{""Driving"": 0.18181818181818182, ""Seasonal/Summer"": 0.18181818181818182, ""Workout"": 0.36363636363636365, ""Sleep/Relax"": 0.09090909090909091, ""Party"": 0.09090909090909091, ""DailyRoutine"": 0.09090909090909091}"
spotify:track:78NnAw2qrlMrsedXLWLsYj,Laundry Room,The Avett Brothers,20,Driving,0.25,2.6282,"{""Driving"": 0.25, ""Party"": 0.15, ""Seasonal/Summer"": 0.15, ""Sleep/Relax"": 0.15, ""Workout"": 0.05, ""Study/Focus"": 0.05, ""DailyRoutine"": 0.2}"
spotify:track:099TPpEaCSjEwysWZeTZv1,You Know Me,Air Traffic Controller,15,Seasonal/Summer,0.3333,2.6826,"{""Driving"": 0.2, ""Party"": 0.13333333333333333, ""Seasonal/Summer"": 0.3333333333333333, ""Sleep/Relax"": 0.06666666666666667, ""Romance/Wedding"": 0.06666666666666667, ""DailyRoutine"": 0.06666666666666667, ""Workout"": 0.06666666666666667, ""Study/Focus"": 0.06666666666666667}"
spotify:track:0xOZTzwpERp1jrRk9Qly3Q,One Red Thread,Blind Pilot,14,Driving,0.3571,2.067,"{""Driving"": 0.35714285714285715, ""Sleep/Relax"": 0.2857142857142857, ""Study/Focus"": 0.21428571428571427, ""Seasonal/Summer"": 0.07142857142857142, ""Workout"": 0.07142857142857142}"
spotify:track:2aniiMAbFXjyUPPg3wpDpo,The Story I Heard,Blind Pilot,29,Sleep/Relax,0.3103,2.3647,"{""Driving"": 0.20689655172413793, ""Sleep/Relax"": 0.3103448275862069, ""Seasonal/Summer"": 0.13793103448275862, ""Party"": 0.10344827586206896, ""Study/Focus"": 0.20689655172413793, ""DailyRoutine"": 0.034482758620689655}"
spotify:track:5P6q0AJXD0E7BRlRU0MZw9,Cannibal Queen,Miniature Tigers,13,Driving,0.3077,2.3158,"{""Driving"": 0.3076923076923077, ""Party"": 0.3076923076923077, ""Workout"": 0.07692307692307693, ""Seasonal/Summer"": 0.07692307692307693, ""Holiday"": 0.07692307692307693, ""Sleep/Relax"": 0.15384615384615385}"
spotify:track:6m5X8zsTUdNlUjpiaRoagU,Afternoon,Youth Lagoon,11,Sleep/Relax,0.4545,1.7899,"{""Driving"": 0.09090909090909091, ""Sleep/Relax"": 0.45454545454545453, ""Study/Focus"": 0.2727272727272727, ""Seasonal/Summer"": 0.18181818181818182}"
spotify:track:1tdRY0VeyoaFL5nG6eUzRD,Ocean's Deep,Born Ruffians,12,Driving,0.3333,1.8554,"{""Driving"": 0.3333333333333333, ""Seasonal/Summer"": 0.3333333333333333, ""Party"": 0.25, ""DailyRoutine"": 0.08333333333333333}"
spotify:track:0NhvXWy3knBLgGGM6Y1Q7R,Australia,The Shins,54,Driving,0.4259,2.3434,"{""Driving"": 0.42592592592592593, ""Seasonal/Summer"": 0.12962962962962962, ""Party"": 0.2222222222222222, ""Study/Focus"": 0.07407407407407407, ""Workout"": 0.018518518518518517, ""DailyRoutine"": 0.05555555555555555, ""Sleep/Relax"": 0.05555555555555555, ""Romance/Wedding"": 0.018518518518518517}"
spotify:track:0JgM4DuWvhzzrwFpKpyX3R,Charlie Boy,The Lumineers,26,Sleep/Relax,0.3846,2.1199,"{""Driving"": 0.11538461538461539, ""Workout"": 0.07692307692307693, ""Study/Focus"": 0.19230769230769232, ""Sleep/Relax"": 0.38461538461538464, ""DailyRoutine"": 0.23076923076923078}"
spotify:track:64rMBgXnYB3zU2oOvlxrc2,All Will Be Well,Gabe Dixon,8,Driving,0.5,1.75,"{""Driving"": 0.5, ""Sleep/Relax"": 0.25, ""DailyRoutine"": 0.125, ""Seasonal/Summer"": 0.125}"
spotify:track:7czKD1SqqeNUsY3c4RVuLV,Battles,Hudson Taylor,5,Driving,0.6,1.371,"{""Driving"": 0.6, ""Workout"": 0.2, ""Party"": 0.2}"
spotify:track:423yF55nwTUJqNWXqNeLqJ,Whispers In The Dark,Mumford & Sons,17,Driving,0.2353,2.5581,"{""Driving"": 0.23529411764705882, ""Study/Focus"": 0.11764705882352941, ""Party"": 0.058823529411764705, ""Seasonal/Summer"": 0.23529411764705882, ""DailyRoutine"": 0.058823529411764705, ""Workout"": 0.058823529411764705, ""Sleep/Relax"": 0.23529411764705882}"
spotify:track:08a6PhXyXeN3lv1DCKW9qY,Do You,Spoon,28,Seasonal/Summer,0.25,2.7834,"{""Driving"": 0.14285714285714285, ""Romance/Wedding"": 0.10714285714285714, ""Party"": 0.21428571428571427, ""Seasonal/Summer"": 0.25, ""Holiday"": 0.03571428571428571, ""Workout"": 0.10714285714285714, ""Sleep/Relax"": 0.07142857142857142, ""Study/Focus"": 0.07142857142857142}"
spotify:track:5NSQWvmoY1wrCfDDe07RcV,German Love,STRFKR,6,Party,0.5,1.7925,"{""Driving"": 0.16666666666666666, ""Party"": 0.5, ""Workout"": 0.16666666666666666, ""Study/Focus"": 0.16666666666666666}"
spotify:track:7zTGbuCQfkgTz9LWwg69DI,Amazing Eyes,Good Old War,8,Driving,0.625,1.5488,"{""Driving"": 0.625, ""Sleep/Relax"": 0.125, ""Seasonal/Summer"": 0.125, ""DailyRoutine"": 0.125}"
spotify:track:22UQelxzCIskdmb8pIqq8U,Babel,Mumford & Sons,51,Driving,0.2157,2.7208,"{""Driving"": 0.21568627450980393, ""Party"": 0.19607843137254902, ""DailyRoutine"": 0.058823529411764705, ""Workout"": 0.0784313725490196, ""Sleep/Relax"": 0.19607843137254902, ""Study/Focus"": 0.058823529411764705, ""Seasonal/Summer"": 0.17647058823529413, ""Romance/Wedding"": 0.0196078431372549}"
spotify:track:7o7CXsKgDXhxbSMrqGVSd0,Hopeless Wanderer,Mumford & Sons,45,Driving,0.2667,2.7909,"{""Driving"": 0.26666666666666666, ""Party"": 0.1111111111111111, ""Study/Focus"": 0.1111111111111111, ""Workout"": 0.15555555555555556, ""Sleep/Relax"": 0.15555555555555556, ""DailyRoutine"": 0.08888888888888889, ""Romance/Wedding"": 0.022222222222222223, ""Seasonal/Summer"": 0.08888888888888889}"
spotify:track:3pi3WlGV7JinOxzqnBkNFi,Kathleen,Catfish and the Bottlemen,38,Driving,0.3158,2.4338,"{""Driving"": 0.3157894736842105, ""Gaming"": 0.02631578947368421, ""Party"": 0.15789473684210525, ""Seasonal/Summer"": 0.18421052631578946, ""Workout"": 0.21052631578947367, ""DailyRoutine"": 0.07894736842105263, ""Study/Focus"": 0.02631578947368421}"
spotify:track:49oUUzxP8SeQ65PaZ6ZVdY,Summertime,The Mowgli's,21,Seasonal/Summer,0.381,2.1892,"{""Driving"": 0.2857142857142857, ""Seasonal/Summer"": 0.38095238095238093, ""Party"": 0.047619047619047616, ""DailyRoutine"": 0.047619047619047616, ""Workout"": 0.14285714285714285, ""Sleep/Relax"": 0.09523809523809523}"
spotify:track:2pWLzxRYMR53uC95fRzJbe,Mighty River,Railroad Earth,5,Driving,0.2,2.3219,"{""Driving"": 0.2, ""Party"": 0.2, ""Romance/Wedding"": 0.2, ""DailyRoutine"": 0.2, ""Seasonal/Summer"": 0.2}"
spotify:track:6gLQrU5bvwPf6BTlCSO6x2,Changing Of The Seasons,Two Door Cinema Club,54,Driving,0.2778,2.4727,"{""Driving"": 0.2777777777777778, ""Workout"": 0.1111111111111111, ""Sleep/Relax"": 0.1111111111111111, ""Study/Focus"": 0.14814814814814814, ""Party"": 0.1111111111111111, ""Seasonal/Summer"": 0.24074074074074073}"
spotify:track:1scwknKtBQpreYy6MSoJqJ,Favorite Liar,The Wrecks,21,Driving,0.381,2.2845,"{""Driving"": 0.38095238095238093, ""Seasonal/Summer"": 0.2857142857142857, ""Workout"": 0.14285714285714285, ""Study/Focus"": 0.047619047619047616, ""Sleep/Relax"": 0.047619047619047616, ""Party"": 0.047619047619047616, ""DailyRoutine"": 0.047619047619047616}"
spotify:track:6TGapnqEUkkSBanKyn5qYy,OutRight,Wild Party,10,Driving,0.4,2.3219,"{""Driving"": 0.4, ""Party"": 0.2, ""Sleep/Relax"": 0.1, ""Seasonal/Summer"": 0.1, ""Workout"": 0.1, ""Study/Focus"": 0.1}"
spotify:track:6WSJ5SmQubgYOXM66Eo9va,Over & Over,Smallpools,21,Driving,0.2857,2.4157,"{""Driving"": 0.2857142857142857, ""Sleep/Relax"": 0.19047619047619047, ""Seasonal/Summer"": 0.19047619047619047, ""Workout"": 0.19047619047619047, ""DailyRoutine"": 0.047619047619047616, ""Study/Focus"": 0.09523809523809523}"
spotify:track:3kb38wezoUA8ki5jPYy3t5,Little Secrets,Passion Pit,103,Party,0.233,2.7749,"{""Driving"": 0.17475728155339806, ""Workout"": 0.21359223300970873, ""Seasonal/Summer"": 0.17475728155339806, ""Party"": 0.23300970873786409, ""Romance/Wedding"": 0.04854368932038835, ""Sleep/Relax"": 0.05825242718446602, ""Study/Focus"": 0.05825242718446602, ""Gaming"": 0.009708737864077669, ""DailyRoutine"": 0.019417475728155338, ""Holiday"": 0.009708737864077669}"
spotify:track:4dQ4BPKoanm9j8h7SRlG61,6am,Fitz and The Tantrums,17,Driving,0.3529,2.3516,"{""Driving"": 0.35294117647058826, ""Party"": 0.23529411764705882, ""Workout"": 0.11764705882352941, ""Seasonal/Summer"": 0.11764705882352941, ""DailyRoutine"": 0.058823529411764705, ""Study/Focus"": 0.11764705882352941}"
spotify:track:6cMswWRv4lAU3mh5lclgCc,Dreaming,Smallpools,113,Driving,0.2301,2.8426,"{""Driving"": 0.23008849557522124, ""Sleep/Relax"": 0.061946902654867256, ""Party"": 0.21238938053097345, ""Seasonal/Summer"": 0.18584070796460178, ""Romance/Wedding"": 0.035398230088495575, ""Study/Focus"": 0.02654867256637168, ""Workout"": 0.1592920353982301, ""DailyRoutine"": 0.035398230088495575, ""Holiday"": 0.02654867256637168, ""Gaming"": 0.02654867256637168}"
spotify:track:6szw2Y2ywtth0oc7ODN3Tz,Run,COIN,24,Driving,0.3333,2.3717,"{""Driving"": 0.3333333333333333, ""Sleep/Relax"": 0.041666666666666664, ""Study/Focus"": 0.125, ""Workout"": 0.16666666666666666, ""Party"": 0.20833333333333334, ""Seasonal/Summer"": 0.125}"
spotify:track:4lKJavq5wV75FqY9nrKrni,The Youth,MGMT,7,Driving,0.4286,1.8424,"{""Driving"": 0.42857142857142855, ""Party"": 0.2857142857142857, ""Sleep/Relax"": 0.14285714285714285, ""Study/Focus"": 0.14285714285714285}"
spotify:track:4P9Is01ZpRpI4n9BOufUTu,Right Before My Eyes,Cage The Elephant,5,Driving,0.6,1.371,"{""Driving"": 0.6, ""Seasonal/Summer"": 0.2, ""Sleep/Relax"": 0.2}"
spotify:track:7tGjtCP5bmcid2fMSebRyG,Dirty Love,Kesha,9,Workout,0.2222,2.5033,"{""Party"": 0.1111111111111111, ""Seasonal/Summer"": 0.1111111111111111, ""Workout"": 0.2222222222222222, ""Driving"": 0.2222222222222222, ""DailyRoutine"": 0.2222222222222222, ""Study/Focus"": 0.1111111111111111}"
spotify:track:1lRrjXes4sLSaMuG6A465j,Bottlez,T-Pain,9,Party,0.5556,1.3516,"{""Party"": 0.5555555555555556, ""Workout"": 0.3333333333333333, ""Study/Focus"": 0.1111111111111111}"
spotify:track:3AWSwChgStOColFkXbwRnP,Breaking Free,High School Musical Cast,38,Driving,0.4474,1.9873,"{""Party"": 0.2894736842105263, ""Driving"": 0.4473684210526316, ""DailyRoutine"": 0.13157894736842105, ""Seasonal/Summer"": 0.02631578947368421, ""Workout"": 0.07894736842105263, ""Sleep/Relax"": 0.02631578947368421}"
spotify:track:6SbAbLqAWf2tnTdUy6Gmm5,FUCKING BEST SONG EVERRR,Wallpaper.,21,Party,0.7143,1.28,"{""Party"": 0.7142857142857143, ""Driving"": 0.09523809523809523, ""Seasonal/Summer"": 0.14285714285714285, ""Workout"": 0.047619047619047616}"
spotify:track:3f2jgYwkN1YOBSZn3upwBb,Disconnected - Original Mix,Pegboard Nerds,19,Gaming,0.4211,2.0632,"{""Party"": 0.21052631578947367, ""Gaming"": 0.42105263157894735, ""Workout"": 0.15789473684210525, ""Sleep/Relax"": 0.05263157894736842, ""Driving"": 0.15789473684210525}"
spotify:track:1mPPo1eG1joz3HX0Ecw9LL,Hero (feat. Elizaveta),Pegboard Nerds,7,Driving,0.4286,1.8424,"{""Party"": 0.14285714285714285, ""Gaming"": 0.14285714285714285, ""Driving"": 0.42857142857142855, ""Workout"": 0.2857142857142857}"
spotify:track:7uJhemEVcM6aZxwMgsCLWi,Barbra Streisand,Duck Sauce,5,Party,0.4,1.5219,"{""Party"": 0.4, ""Seasonal/Summer"": 0.2, ""Workout"": 0.4}"
spotify:track:09zN9QBOHe8795UVOvEtnt,Go! (feat. Mai Lan),M83,23,Party,0.2609,2.7571,"{""Party"": 0.2608695652173913, ""Driving"": 0.13043478260869565, ""Seasonal/Summer"": 0.21739130434782608, ""Workout"": 0.08695652173913043, ""Romance/Wedding"": 0.08695652173913043, ""DailyRoutine"": 0.043478260869565216, ""Study/Focus"": 0.043478260869565216, ""Sleep/Relax"": 0.13043478260869565}"
spotify:track:4zXQSm5XIkcn5qtmtbwO9O,Gold Skies - Original Mix,Sander van Doorn,21,Party,0.5238,1.5492,"{""Party"": 0.5238095238095238, ""Driving"": 0.09523809523809523, ""Workout"": 0.3333333333333333, ""Study/Focus"": 0.047619047619047616}"
spotify:track:6oFpjGoHwViA4aA6LdLmJx,You & I - Radio Mix,Sons Of Maria,13,Sleep/Relax,0.3077,2.6235,"{""Party"": 0.15384615384615385, ""Sleep/Relax"": 0.3076923076923077, ""Seasonal/Summer"": 0.07692307692307693, ""Study/Focus"": 0.15384615384615385, ""Workout"": 0.15384615384615385, ""DailyRoutine"": 0.07692307692307693, ""Driving"": 0.07692307692307693}"
spotify:track:5F8s2ouVO95FL6FgZ3HfTp,Restart,Subtact,5,Party,0.4,1.5219,"{""Party"": 0.4, ""Study/Focus"": 0.4, ""Gaming"": 0.2}"
spotify:track:7M3E3patpaJZ5nwOtn9WPy,The Legend of Zelda - Club Mix,Zedd,7,Party,0.4286,1.8424,"{""Party"": 0.42857142857142855, ""Workout"": 0.2857142857142857, ""Gaming"": 0.14285714285714285, ""Holiday"": 0.14285714285714285}"
spotify:track:2eFxaSHpZcJiwKlUpHqtLp,Wild Eyes,Broiler,12,Party,0.4167,2.2213,"{""Party"": 0.4166666666666667, ""Workout"": 0.25, ""Seasonal/Summer"": 0.08333333333333333, ""Study/Focus"": 0.08333333333333333, ""Sleep/Relax"": 0.08333333333333333, ""Driving"": 0.08333333333333333}"
spotify:track:3RCj5fG55qjtmnEML1gpnA,Over And Over,Hot Chip,26,Party,0.4615,2.1126,"{""Party"": 0.46153846153846156, ""Study/Focus"": 0.07692307692307693, ""Romance/Wedding"": 0.11538461538461539, ""Workout"": 0.23076923076923078, ""Driving"": 0.038461538461538464, ""DailyRoutine"": 0.07692307692307693}"
spotify:track:3m9uIsMafz5FEEpVF8vVgv,Mercy,Kaskade,7,Party,0.2857,2.2359,"{""Party"": 0.2857142857142857, ""Seasonal/Summer"": 0.14285714285714285, ""DailyRoutine"": 0.14285714285714285, ""Driving"": 0.14285714285714285, ""Workout"": 0.2857142857142857}"
spotify:track:3G5Kt4wCcvToHZZUhzreo9,Prelude,Michael Calfan,6,Party,0.5,1.0,"{""Party"": 0.5, ""Workout"": 0.5}"
spotify:track:2vFtSdTgAJiSMI66XNO9r8,Take a Chance,Flume,12,Seasonal/Summer,0.3333,2.2516,"{""Party"": 0.16666666666666666, ""Seasonal/Summer"": 0.3333333333333333, ""Sleep/Relax"": 0.16666666666666666, ""DailyRoutine"": 0.16666666666666666, ""Workout"": 0.16666666666666666}"
spotify:track:7ae4UJZbLLQvePPiZRlR7t,greatestlove,Musiq Soulchild,6,Romance/Wedding,0.3333,1.9183,"{""Romance/Wedding"": 0.3333333333333333, ""Sleep/Relax"": 0.3333333333333333, ""Study/Focus"": 0.16666666666666666, ""Party"": 0.16666666666666666}"
spotify:track:1QJb6LWvPXZpTMiqqODqkH,Prototype,OutKast,11,Romance/Wedding,0.2727,2.1626,"{""Romance/Wedding"": 0.2727272727272727, ""Party"": 0.2727272727272727, ""Seasonal/Summer"": 0.2727272727272727, ""Workout"": 0.09090909090909091, ""Sleep/Relax"": 0.09090909090909091}"
spotify:track:58s4iqgXFzXhBndBkg2AaD,Spend My Life With You,Eric Benét,16,Romance/Wedding,0.875,0.5436,"{""Romance/Wedding"": 0.875, ""Sleep/Relax"": 0.125}"
spotify:track:78mehkHd1WUDxhcLXkbrLb,So In Love - feat. Anthony Hamilton,Jill Scott,7,Romance/Wedding,0.4286,1.8424,"{""Romance/Wedding"": 0.42857142857142855, ""Sleep/Relax"": 0.2857142857142857, ""Driving"": 0.14285714285714285, ""Study/Focus"": 0.14285714285714285}"
spotify:track:74BKHbPI93o7Vi2mmRo86q,Overjoyed,Stevie Wonder,8,Romance/Wedding,0.5,1.4056,"{""Romance/Wedding"": 0.5, ""Party"": 0.375, ""DailyRoutine"": 0.125}"
spotify:track:647D8WS57rPpIM1AXXHpHJ,You And I,Stevie Wonder,5,Romance/Wedding,0.6,1.371,"{""Romance/Wedding"": 0.6, ""Party"": 0.2, ""DailyRoutine"": 0.2}"
spotify:track:3UNM3ckb1Qxh4ZDNem6gko,Strawberry Bubblegum,Justin Timberlake,9,Romance/Wedding,0.2222,2.5033,"{""Romance/Wedding"": 0.2222222222222222, ""Seasonal/Summer"": 0.1111111111111111, ""Workout"": 0.1111111111111111, ""Sleep/Relax"": 0.2222222222222222, ""Driving"": 0.2222222222222222, ""Party"": 0.1111111111111111}"
spotify:track:4gwF1NiLbZl2uKJDS3AX9O,Beats Knockin (feat. Fly Boi Keno),Jack Ü,24,Workout,0.5,1.5204,"{""Workout"": 0.5, ""Seasonal/Summer"": 0.041666666666666664, ""Party"": 0.375, ""Driving"": 0.08333333333333333}"
spotify:track:7nWxZ1OWN4gtVH1mplNRxV,Dollar and a Dream III,J. Cole,9,Workout,0.3333,1.8911,"{""Workout"": 0.3333333333333333, ""Sleep/Relax"": 0.3333333333333333, ""Gaming"": 0.1111111111111111, ""Party"": 0.2222222222222222}"
spotify:track:5LbH8qnrkcd3A3VV6GNrzW,Good Friend,Quinn XCII,10,Seasonal/Summer,0.5,1.761,"{""Driving"": 0.2, ""Sleep/Relax"": 0.2, ""Seasonal/Summer"": 0.5, ""Party"": 0.1}"
spotify:track:4s0O3I5ZpVYfbuZKvNVfRD,Habits (Stay High) - Rock,Our Last Night,6,Workout,0.5,1.4591,"{""Driving"": 0.16666666666666666, ""Seasonal/Summer"": 0.3333333333333333, ""Workout"": 0.5}"
spotify:track:7GZKme55JpmLq3alBDQm11,Dirty Laundry,All Time Low,6,Driving,0.5,1.4591,"{""Driving"": 0.5, ""Party"": 0.3333333333333333, ""Holiday"": 0.16666666666666666}"
