sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model,standard_category
19788,on the road again!,On the Road Again!,2,yes,road trip playlist,high,gpt-4o-mini,Driving
19789,on the road...,On the road...,2,yes,road trip playlist,high,gpt-4o-mini,Driving
19791,on-the-go 1,On-The-Go 1,2,yes,for on-the-go listening,high,gpt-4o-mini,Other_Purpose
19792,on.the.road,On.The.Road,2,yes,road trip playlist,high,gpt-4o-mini,Driving
19801,open road.,open road.,2,yes,road trip vibes,mid,gpt-4o-mini,Driving
19820,paaaarty,Paaaarty,2,yes,party atmosphere,high,gpt-4o-mini,Party
19829,palestra,palestra,2,yes,workout session,mid,gpt-4o-mini,Workout
19830,palm springs!,Palm Springs!,2,yes,vacation vibes,mid,gpt-4o-mini,Seasonal/Summer
19831,panama!,Panama!,2,yes,vacation vibes,mid,gpt-4o-mini,Seasonal/Summer
19832,pancakes!,Pancakes!,2,yes,breakfast time,mid,gpt-4o-mini,DailyRoutine
19840,para bailar!,para bailar!,2,yes,for dancing,high,gpt-4o-mini,Party
19841,para viajar,Para Viajar,2,yes,for traveling,high,gpt-4o-mini,Party
19844,partayy!!!,PARTAYY!!!,2,yes,for partying,high,gpt-4o-mini,Party
19845,partayyy!!,PARTAYYY!!,2,yes,for partying,high,gpt-4o-mini,Party
19846,party ;),party ;),2,yes,for partying,high,gpt-4o-mini,Party
19847,party list!,Party List!,2,yes,for partying,high,gpt-4o-mini,Party
19848,party mix.,Party Mix.,2,yes,for partying,high,gpt-4o-mini,Party
19849,party party party!,Party Party Party!,2,yes,for partying,high,gpt-4o-mini,Party
19850,party party!,Party Party!,2,yes,for partying,high,gpt-4o-mini,Party
19851,party playlist :),Party Playlist :),2,yes,for partying,high,gpt-4o-mini,Party
19852,party playlist!!!!!,Party Playlist!!!!!,2,yes,for partying,high,gpt-4o-mini,Party
19853,party rock!!,Party Rock!!,2,yes,for partying,high,gpt-4o-mini,Party
19854,party time!!!,Party TIME!!!,2,yes,for partying,high,gpt-4o-mini,Party
19855,party tunes!,Party Tunes!,2,yes,for partying,high,gpt-4o-mini,Party
19857,party/rap,Party/Rap,2,yes,for partying,mid,gpt-4o-mini,Party
19858,party;),Party;),2,yes,for partying,high,gpt-4o-mini,Party
19860,partyhard,PartyHARD,2,yes,for partying,high,gpt-4o-mini,Party
19861,partytime!,Partytime!,2,yes,for partying,high,gpt-4o-mini,Party
19879,photoshoot!,Photoshoot!,2,yes,for photoshoots,mid,gpt-4o-mini,Other_Purpose
19880,pick me up!,Pick me up!,2,yes,uplifting music for energy,high,gpt-4o-mini,Workout
19887,plane ride :),plane ride :),2,yes,music for traveling by plane,mid,gpt-4o-mini,Party
19889,play it again!!,Play it Again!!,2,yes,replay favorite songs,mid,gpt-4o-mini,Other_Purpose
19890,play it!,Play It!,2,yes,encouragement to listen,mid,gpt-4o-mini,Other_Purpose
19891,play me!!!!,PLAY ME!!!!,2,yes,encouragement to listen,mid,gpt-4o-mini,Other_Purpose
19898,pool party!!!,Pool Party!!!,2,yes,music for a pool party,high,gpt-4o-mini,Party
19899,pool time!,Pool Time!,2,yes,music for pool activities,high,gpt-4o-mini,Seasonal/Summer
19900,pool!!!,Pool!!!,2,yes,music for pool activities,high,gpt-4o-mini,Seasonal/Summer
19901,poolside.,Poolside.,2,yes,relaxing music by the pool,mid,gpt-4o-mini,Sleep/Relax
19910,pop/party,poP/pArTy,2,yes,party music,mid,gpt-4o-mini,Party
19915,power!,POWER!,2,yes,motivational music,mid,gpt-4o-mini,Other_Purpose
19918,practice!!,Practice!!,2,yes,music for practice,high,gpt-4o-mini,Other_Purpose
19919,practice.,Practice.,2,yes,music for practice,high,gpt-4o-mini,Other_Purpose
19922,pre game.,Pre game.,2,yes,before a game,high,gpt-4o-mini,Gaming
19924,pregame :),Pregame :),2,yes,before a game,high,gpt-4o-mini,Party
19934,pump up.,Pump Up.,2,yes,for motivation,high,gpt-4o-mini,Other_Purpose
19935,pumped!!!,Pumped!!!,2,yes,for motivation,high,gpt-4o-mini,Other_Purpose
19951,rage!!!,RAGE!!!,2,yes,for high energy,high,gpt-4o-mini,Other_Purpose
19953,rain!,Rain!,2,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
19954,rain!!,Rain!!,2,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
19955,rainy day :),Rainy Day :),2,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
19956,rainy days :(,rainy days :(,2,yes,for relaxation,high,gpt-4o-mini,Sleep/Relax
19998,relax!!,Relax!!,2,yes,relaxing music for downtime,high,gpt-4o-mini,Sleep/Relax
19999,relaxing.,relaxing.,2,yes,relaxing music for downtime,high,gpt-4o-mini,Sleep/Relax
20010,ride!,RIDE!,2,yes,energetic activity or event,mid,gpt-4o-mini,Other_Purpose
20011,riding music!,riding music!,2,yes,music for riding,high,gpt-4o-mini,Other_Purpose
20014,rise and shine!,Rise and shine!,2,yes,morning wake-up music,mid,gpt-4o-mini,DailyRoutine
20015,rise up!,Rise Up!,2,yes,motivational or uplifting,mid,gpt-4o-mini,Workout
20018,road trip (:,road trip (:,2,yes,music for road trips,high,gpt-4o-mini,Driving
20019,road trip 2!,road trip 2!,2,yes,music for road trips,high,gpt-4o-mini,Driving
20020,road trip songs!,Road trip songs!,2,yes,music for road trips,high,gpt-4o-mini,Driving
20021,road trip!!!!!!,Road Trip!!!!!!,2,yes,music for road trips,high,gpt-4o-mini,Driving
20022,road trip!🚗,Road Trip!🚗,2,yes,music for road trips,high,gpt-4o-mini,Driving
20023,road tripping!,Road Tripping!,2,yes,music for road trips,high,gpt-4o-mini,Driving
20024,roadtrip //,roadtrip //,2,yes,music for road trips,mid,gpt-4o-mini,Driving
20044,rock it out.,Rock it out.,2,yes,for energetic moments,mid,gpt-4o-mini,Other_Purpose
20045,rock out!!!!,rock out!!!!,2,yes,for energetic moments,mid,gpt-4o-mini,Other_Purpose
20055,rock/workout,Rock/Workout,2,yes,for workout sessions,high,gpt-4o-mini,Workout
20076,run away!,run away!,2,yes,for escaping or relaxing,mid,gpt-4o-mini,Sleep/Relax
20077,run faster!,Run Faster!,2,yes,for running or exercising,high,gpt-4o-mini,Workout
20078,run faster.,RUN FASTER.,2,yes,for running or exercising,high,gpt-4o-mini,Workout
20079,run for your life!!,RUN FOR YOUR LIFE!!,2,yes,for urgent situations,high,gpt-4o-mini,Other_Purpose
20080,run for your life.,Run for Your Life.,2,yes,running motivation,high,gpt-4o-mini,Workout
20100,sad music.,Sad music.,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20101,sad playlist:(,sad playlist:(,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20102,sad songs !,sad songs !,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20103,sad songs ):,sad songs ):,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20104,sad songs :/,sad songs :/,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20105,sad times :(,sad times :(,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20106,sad vibes :(,sad vibes :(,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20109,sad/feels,sad/feels,2,yes,for feeling sad,high,gpt-4o-mini,Other_Purpose
20127,school :(,school :(,2,yes,school-related music,mid,gpt-4o-mini,Other_Purpose
20128,school;),school;),2,yes,school-related music,mid,gpt-4o-mini,Other_Purpose
20133,scream!,Scream!,2,yes,for excitement or fun,mid,gpt-4o-mini,Other_Purpose
20137,senior year!!,Senior Year!!,2,yes,celebrating senior year,high,gpt-4o-mini,Party
20138,senior year!!!,Senior Year!!!,2,yes,celebrating senior year,high,gpt-4o-mini,Party
20145,settle down.,settle down.,2,yes,for settling down,mid,gpt-4o-mini,Other_Purpose
20146,sex!!!,sex!!!,2,yes,for intimate moments,mid,gpt-4o-mini,Romance/Wedding
20147,sexy time...,sexy time...,2,yes,for intimate moments,mid,gpt-4o-mini,Romance/Wedding
20150,share!,share!,2,yes,for sharing music,mid,gpt-4o-mini,Other_Purpose
20151,sharing!,Sharing!,2,yes,for sharing music,mid,gpt-4o-mini,Other_Purpose
20154,shhh!,shhh!,2,yes,for quiet moments,mid,gpt-4o-mini,Other_Purpose
20155,shhhh.,shhhh.,2,yes,for quiet moments,mid,gpt-4o-mini,Other_Purpose
20156,shhhhh.,Shhhhh.,2,yes,for quiet moments,mid,gpt-4o-mini,Other_Purpose
20159,show tunes!,Show Tunes!,2,yes,for musical theater enjoyment,mid,gpt-4o-mini,Other_Purpose
20160,shower jams!,Shower Jams!,2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20161,shower songs :),Shower songs :),2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20162,shower songs:),shower songs:),2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20163,shower time!!!,Shower time!!!,2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20164,shower tunes!!!,shower tunes!!!,2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20165,shower!!,SHOWER!!,2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20166,shower:),Shower:),2,yes,For showering,high,gpt-4o-mini,DailyRoutine
20175,sing along songs!,sing along songs!,2,yes,For singing along,high,gpt-4o-mini,Other_Purpose
20178,sing-along!,Sing-Along!,2,yes,For singing along,high,gpt-4o-mini,Other_Purpose
20179,singalong!,Singalong!,2,yes,For singing along,high,gpt-4o-mini,Other_Purpose
20185,ski trip!,Ski Trip!,2,yes,For ski trip,high,gpt-4o-mini,Driving
20189,sleep*,Sleep*,2,yes,For sleeping,high,gpt-4o-mini,Sleep/Relax
20190,sleep....,sleep....,2,yes,For sleeping,high,gpt-4o-mini,Sleep/Relax
20191,sleeping!,sleeping!,2,yes,For sleeping,high,gpt-4o-mini,Sleep/Relax
20192,sleepy time(:,Sleepy Time(:,2,yes,For sleeping,high,gpt-4o-mini,Sleep/Relax
20193,sleepytime!,sleepytime!,2,yes,For sleeping,high,gpt-4o-mini,Sleep/Relax
20206,snowboard.,snowboard.,2,yes,for snowboarding,mid,gpt-4o-mini,Other_Purpose
20208,soccer!!,Soccer!!,2,yes,for playing soccer,mid,gpt-4o-mini,Other_Purpose
20209,soccer.,SOCCER.,2,yes,for playing soccer,mid,gpt-4o-mini,Other_Purpose
20225,soothing :),Soothing :),2,yes,for relaxation,mid,gpt-4o-mini,Sleep/Relax
20243,sports!,Sports!,2,yes,for sports activities,high,gpt-4o-mini,Other_Purpose
20245,spring 17!,spring 17!,2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20246,spring 2016!,SPRING 2016!,2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20247,spring 2017 :),Spring 2017 :),2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20248,spring :),spring :),2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20249,spring :)),SPRING :)),2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20250,spring break :),spring break :),2,yes,for spring break,high,gpt-4o-mini,Seasonal/Summer
20251,spring break!!,Spring Break!!,2,yes,for spring break,high,gpt-4o-mini,Seasonal/Summer
20252,spring break!!!!!,spring break!!!!!,2,yes,for spring break,high,gpt-4o-mini,Seasonal/Summer
20253,spring summer,spring summer,2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20254,spring!!!!!,SPRING!!!!!,2,yes,for spring season,high,gpt-4o-mini,Seasonal/Summer
20260,stagecoach!!,Stagecoach!!,2,yes,for Stagecoach festival,high,gpt-4o-mini,Other_Purpose
20261,stand up!,Stand Up!,2,yes,for stand-up comedy,high,gpt-4o-mini,Other_Purpose
20262,stay strong!,Stay Strong!,2,yes,for motivation,high,gpt-4o-mini,Other_Purpose
20263,stay strong.,Stay Strong.,2,yes,for motivation,high,gpt-4o-mini,Other_Purpose
20274,stronger!,Stronger!,2,yes,for motivation,high,gpt-4o-mini,Other_Purpose
20276,study :(,Study :(,2,yes,for studying,high,gpt-4o-mini,Study/Focus
20277,study!!,Study!!,2,yes,for studying,high,gpt-4o-mini,Study/Focus
20278,study!!!,Study!!!,2,yes,for studying,high,gpt-4o-mini,Study/Focus
20279,study...,Study...,2,yes,for studying,high,gpt-4o-mini,Study/Focus
20280,studying!,Studying!,2,yes,For studying,high,gpt-4o-mini,Study/Focus
20281,studying!!!,STUDYING!!!,2,yes,For studying,high,gpt-4o-mini,Study/Focus
20282,studytime.,studytime.,2,yes,For studying,high,gpt-4o-mini,Study/Focus
20283,study~,STUDY~,2,yes,For studying,high,gpt-4o-mini,Study/Focus
20288,summer !!!!,summer !!!!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20289,summer '16!,summer '16!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20290,summer '16.,summer '16.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20291,summer '17.,summer '17.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20292,summer 13!,Summer 13!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20293,summer 17!!!,summer 17!!!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20294,summer 17!!!!!,SUMMER 17!!!!!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20295,summer 2014!,Summer 2014!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20296,summer 2014.,Summer 2014.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20297,summer 2015!!,Summer 2015!!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20298,summer 2017!!!,Summer 2017!!!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20299,summer 2017!!!!!!,SUMMER 2017!!!!!!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20300,summer 2017~,Summer 2017~,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20301,summer 2k17 :),summer 2k17 :),2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20302,summer 2k17!,summer 2k17!,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20305,summer country.,Summer Country.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20306,summer feels.,summer feels.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20307,summer fun.,summer fun.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20309,summer playlist :),summer playlist :),2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20310,summer sixteen.,summer sixteen.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20312,summer songs :),Summer songs :),2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20313,summer time.,summer time.,2,yes,Summer season,mid,gpt-4o-mini,Seasonal/Summer
20326,summertime!!,Summertime!!,2,yes,Summer vibes playlist,high,gpt-4o-mini,Seasonal/Summer
20327,sunday morning.,Sunday morning.,2,yes,Sunday morning relaxation,high,gpt-4o-mini,Sleep/Relax
20328,sunday!,Sunday!,2,yes,Sunday fun,mid,gpt-4o-mini,Other_Purpose
20329,sundays.,Sundays.,2,yes,Sunday listening,mid,gpt-4o-mini,Other_Purpose
20330,sundaze.,sundaze.,2,yes,Chill Sunday vibes,mid,gpt-4o-mini,Sleep/Relax
20331,sunrise.,sunrise.,2,yes,Morning playlist,high,gpt-4o-mini,DailyRoutine
20332,sunset.,Sunset.,2,yes,Evening relaxation,high,gpt-4o-mini,Sleep/Relax
20337,surf's up!,Surf's Up!,2,yes,Beach day playlist,high,gpt-4o-mini,Seasonal/Summer
20346,sweat it out!,Sweat It Out!,2,yes,Workout motivation,high,gpt-4o-mini,Workout
20357,tahoe!,Tahoe!,2,yes,Travel playlist,mid,gpt-4o-mini,Party
20358,tailgate!,Tailgate!,2,yes,Tailgating fun,high,gpt-4o-mini,Other_Purpose
20360,take me back...,take me back...,2,yes,nostalgic listening,mid,gpt-4o-mini,Other_Purpose
20375,teenage angst.,teenage angst.,2,yes,expressing teenage feelings,mid,gpt-4o-mini,Other_Purpose
20385,texas country!,Texas Country!,2,yes,country music from Texas,mid,gpt-4o-mini,Other_Purpose
20387,thailand!,THAILAND!,2,yes,music for a trip to Thailand,mid,gpt-4o-mini,Driving
20391,that's a rap!,that's a RAP!,2,yes,celebrating rap music,mid,gpt-4o-mini,Party
20423,the party.,the party.,2,yes,party atmosphere,high,gpt-4o-mini,Party
20427,the sesh,The Sesh,2,yes,casual hangout,mid,gpt-4o-mini,Other_Purpose
20448,this is my jam.,This is my JAM.,2,yes,feel-good music for enjoyment,mid,gpt-4o-mini,Other_Purpose
20451,this summer.,this summer.,2,yes,music for summer vibes,mid,gpt-4o-mini,Seasonal/Summer
20454,throw back.,Throw Back.,2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20455,throw backs!,Throw Backs!,2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20456,throwback !,throwback !,2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20457,throwback (:,throwback (:,2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20458,throwback :)),throwback :)),2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20459,throwback :))),throwback :))),2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20460,throwback rap.,Throwback rap.,2,yes,nostalgic rap music,mid,gpt-4o-mini,Other_Purpose
20461,throwback songs :)),throwback songs :)),2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20462,throwback!!!!!,Throwback!!!!!,2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20464,throwback:),throwback:),2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20465,throwback;),Throwback;),2,yes,nostalgic music for reminiscing,high,gpt-4o-mini,Other_Purpose
20472,tis the season!!!,TIS THE SEASON!!!,2,yes,holiday music for the season,high,gpt-4o-mini,Holiday
20473,to dance,To Dance,2,yes,music for dancing,mid,gpt-4o-mini,Party
20477,today!,Today!,2,yes,music for today,mid,gpt-4o-mini,Other_Purpose
20489,tranquil.,tranquil.,2,yes,calm listening experience,mid,gpt-4o-mini,Sleep/Relax
20495,trip.,Trip.,2,yes,for a journey or travel,mid,gpt-4o-mini,Party
20502,turn down.,turn down.,2,yes,for relaxing or winding down,mid,gpt-4o-mini,Sleep/Relax
20503,turn it up!!,Turn it up!!,2,yes,for a lively atmosphere,mid,gpt-4o-mini,Other_Purpose
20504,turn up!!!!!,Turn Up!!!!!,2,yes,for a lively atmosphere,mid,gpt-4o-mini,Other_Purpose
20505,turn up..,Turn Up..,2,yes,for a lively atmosphere,mid,gpt-4o-mini,Other_Purpose
20507,turnup!,TurnUp!,2,yes,for a lively atmosphere,mid,gpt-4o-mini,Other_Purpose
20511,twerk!,TWERK!,2,yes,for dancing or party,mid,gpt-4o-mini,Party
20519,ultimate christmas!,Ultimate Christmas!,2,yes,for holiday celebrations,high,gpt-4o-mini,Party
20524,under the stars.,Under the Stars.,2,yes,stargazing atmosphere,mid,gpt-4o-mini,Other_Purpose
20534,vacay!,Vacay!,2,yes,vacation vibes,mid,gpt-4o-mini,Seasonal/Summer
20536,valentine's day!,Valentine's Day!,2,yes,Valentine's celebration,high,gpt-4o-mini,Party
20573,volleyball!!,VOLLEYBALL!!,2,yes,for playing volleyball,high,gpt-4o-mini,Other_Purpose
20581,wake up !,WAKE UP !,2,yes,for waking up,high,gpt-4o-mini,DailyRoutine
20582,waking up.,Waking up.,2,yes,for waking up,high,gpt-4o-mini,Other_Purpose
20583,walk.,Walk.,2,yes,for walking,high,gpt-4o-mini,Other_Purpose
20585,warm up!,Warm up!,2,yes,for warming up,high,gpt-4o-mini,Other_Purpose
20586,warmup!!!,WARMUP!!!,2,yes,for warming up,high,gpt-4o-mini,Other_Purpose
20593,wedding dancing!,Wedding Dancing!,2,yes,for wedding dancing,high,gpt-4o-mini,Party
20594,wedding day :),Wedding Day :),2,yes,for wedding day,high,gpt-4o-mini,Romance/Wedding
20595,wedding meal,wedding meal,2,yes,for wedding meal,high,gpt-4o-mini,Romance/Wedding
20596,wedding mix!,wedding mix!,2,yes,for wedding mix,high,gpt-4o-mini,Romance/Wedding
20597,wedding party!!,Wedding Party!!,2,yes,for wedding party,high,gpt-4o-mini,Party
20598,wedding reception playlist!!,Wedding Reception Playlist!!,2,yes,for wedding reception,high,gpt-4o-mini,Romance/Wedding
20599,wedding!!!!!,WEDDING!!!!!,2,yes,for wedding,high,gpt-4o-mini,Romance/Wedding
20600,wedding/dance,Wedding/Dance,2,yes,For wedding dancing,high,gpt-4o-mini,Party
20601,wedding_dance,Wedding_Dance,2,yes,For wedding dancing,high,gpt-4o-mini,Party
20602,weekend!,weekend!,2,yes,For weekend listening,mid,gpt-4o-mini,Other_Purpose
20603,weihnachtslieder,Weihnachtslieder,2,yes,For Christmas songs,high,gpt-4o-mini,Holiday
20606,werk out.,werk out.,2,yes,For working out,high,gpt-4o-mini,Workout
20616,winter!,Winter!,2,yes,For winter listening,mid,gpt-4o-mini,Seasonal/Summer
20626,work hard.,work hard.,2,yes,For working hard,mid,gpt-4o-mini,Study/Focus
20627,work it out !,work it out !,2,yes,For working out,high,gpt-4o-mini,Workout
20628,work it out!!,Work it out!!,2,yes,For working out,high,gpt-4o-mini,Workout
20629,work it!!,Work it!!,2,yes,For working out,high,gpt-4o-mini,Workout
20630,work it!!!,Work it!!!,2,yes,For working out,high,gpt-4o-mini,Workout
20631,work out !,Work Out !,2,yes,For working out,high,gpt-4o-mini,Workout
20632,work out mix!,Work out mix!,2,yes,For working out,high,gpt-4o-mini,Workout
20633,work tunes!,Work Tunes!,2,yes,For working,mid,gpt-4o-mini,Study/Focus
20634,work(out),Work(out),2,yes,For working out,high,gpt-4o-mini,Workout
20635,work/chill,work/chill,2,yes,For working or chilling,mid,gpt-4o-mini,Sleep/Relax
20636,workout !,Workout !,2,yes,For working out,high,gpt-4o-mini,Workout
20637,workout !!,workout !!,2,yes,For working out,high,gpt-4o-mini,Workout
20638,workout jams!,workout jams!,2,yes,For working out,high,gpt-4o-mini,Workout
20639,workout list!,Workout List!,2,yes,For working out,high,gpt-4o-mini,Workout
20640,workout mix!,workout mix!,2,yes,For workout sessions,high,gpt-4o-mini,Workout
20641,workout!!!!!,WORKOUT!!!!!,2,yes,For workout sessions,high,gpt-4o-mini,Workout
20642,workout/jams,Workout/Jams,2,yes,For workout sessions,high,gpt-4o-mini,Workout
20643,workout_1,Workout_1,2,yes,For workout sessions,high,gpt-4o-mini,Workout
20646,worship music :),worship music :),2,yes,For worship activities,high,gpt-4o-mini,Worship
20647,worship music!!,Worship Music!!,2,yes,For worship activities,high,gpt-4o-mini,Worship
20648,worship songs!,WORSHIP SONGS!,2,yes,For worship activities,high,gpt-4o-mini,Worship
20658,xmas :),xmas :),2,yes,For Christmas season,high,gpt-4o-mini,Holiday
20659,xmas!!!!!,XMAS!!!!!,2,yes,For Christmas season,high,gpt-4o-mini,Holiday
20684,yoga flow.,yoga flow.,2,yes,yoga practice music,high,gpt-4o-mini,Other_Purpose
20685,yoga!!,YOGA!!,2,yes,yoga practice music,high,gpt-4o-mini,Other_Purpose
20686,yoga.2,Yoga.2,2,yes,yoga practice music,high,gpt-4o-mini,Other_Purpose
20687,yoga_1,Yoga_1,2,yes,yoga practice music,high,gpt-4o-mini,Other_Purpose
20707,zumba :),Zumba :),2,yes,Zumba workout music,high,gpt-4o-mini,Workout
20709,{road trip},{road trip},2,yes,road trip music,high,gpt-4o-mini,Driving
20710,{roadtrip},{Roadtrip},2,yes,road trip music,high,gpt-4o-mini,Driving
20711,{summer},{summer},2,yes,summer vibes,high,gpt-4o-mini,Seasonal/Summer
20717,~*summer*~,~*Summer*~,2,yes,summer vibes,high,gpt-4o-mini,Seasonal/Summer
20721,~cocktail hour~,~cocktail hour~,2,yes,for social gatherings,high,gpt-4o-mini,Party
20741,~werkout~,~werkout~,2,yes,for workouts,high,gpt-4o-mini,Workout
20752,! focus,! Focus,1,yes,for concentration,high,gpt-4o-mini,Study/Focus
20753,! gameday !,! Gameday !,1,yes,for game day,high,gpt-4o-mini,Gaming
20754,! graduation party,! Graduation Party,1,yes,for graduation celebration,high,gpt-4o-mini,Party
20757,! old school hip hop,! Old School Hip Hop,1,yes,for nostalgia,high,gpt-4o-mini,Other_Purpose
20761,! spring !,! SPRING !,1,yes,Spring season vibes,high,gpt-4o-mini,Seasonal/Summer
20766,!! halloween !!,!! Halloween !!,1,yes,Halloween celebration,high,gpt-4o-mini,Party
20770,!! sing !!,!! sing !!,1,yes,Singing activity,mid,gpt-4o-mini,Other_Purpose
20775,!!! exercise,!!! Exercise,1,yes,Exercise motivation,high,gpt-4o-mini,Workout
20776,!!! pump up music !!!,!!! pump up music !!!,1,yes,Pump up for workouts,high,gpt-4o-mini,Workout
20777,!!! summer,!!! summer,1,yes,Summer vibes,high,gpt-4o-mini,Seasonal/Summer
20785,!!!! summer !!!!,!!!! summer !!!!,1,yes,Summer playlist,high,gpt-4o-mini,Seasonal/Summer
20791,!!!!!!!!!!!!!!dance!!!!!!!!!!!!!!,!!!!!!!!!!!!!!DANCE!!!!!!!!!!!!!!,1,yes,Dance party,high,gpt-4o-mini,Party
20795,!!!!!christmas!!!!!!,!!!!!CHRISTMAS!!!!!!,1,yes,Christmas celebration,high,gpt-4o-mini,Party
20812,!!!party animal!!!,!!!PARTY ANIMAL!!!,1,yes,party atmosphere,high,gpt-4o-mini,Party
20813,!!!rage!!!,!!!RAGE!!!,1,yes,intense energy,high,gpt-4o-mini,Other_Purpose
20814,!!!roadtrip,!!!Roadtrip,1,yes,road trip vibes,high,gpt-4o-mini,Driving
20822,!!easy listening,!!easy listening,1,yes,relaxing background music,mid,gpt-4o-mini,Sleep/Relax
20825,!!happy times!!,!!happy times!!,1,yes,happy moments,mid,gpt-4o-mini,Other_Purpose
20826,!!hype!!,!!HYPE!!,1,yes,high energy,mid,gpt-4o-mini,Other_Purpose
20834,!!pump up!!,!!pump up!!,1,yes,motivational boost,mid,gpt-4o-mini,Other_Purpose
20836,!!riot!!!!,!!RIOT!!!!,1,yes,intense atmosphere,mid,gpt-4o-mini,Other_Purpose
20837,!!shower tunes!!,!!shower tunes!!,1,yes,music for showering,high,gpt-4o-mini,DailyRoutine
20839,!!summertime!!,!!summertime!!,1,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
20841,!!wedding day!!,!!WEDDING DAY!!,1,yes,wedding celebration,high,gpt-4o-mini,Party
20842,!!wedding!!,!!Wedding!!,1,yes,wedding celebration,high,gpt-4o-mini,Party
20843,!!you can do it!!,!!YOU CAN DO IT!!,1,yes,motivational,mid,gpt-4o-mini,Other_Purpose
20855,!christmas!,!christmas!,1,yes,Christmas celebration,high,gpt-4o-mini,Party
20861,!gym tunes!,!gym tunes!,1,yes,workout music,high,gpt-4o-mini,Workout
20870,!ontheroad,!ontheroad,1,yes,road trip music,mid,gpt-4o-mini,Driving
20872,!party,!Party,1,yes,party music,high,gpt-4o-mini,Party
20881,!summer!,!Summer!,1,yes,Summer vibes playlist,high,gpt-4o-mini,Seasonal/Summer
20882,!throwback bops!,!Throwback Bops!,1,yes,Nostalgic throwback songs,high,gpt-4o-mini,Other_Purpose
20886,!wedding,!wedding,1,yes,Music for weddings,high,gpt-4o-mini,Romance/Wedding
20887,!weekend!,!WEEKEND!,1,yes,Weekend party playlist,high,gpt-4o-mini,Party
20892,# chill music #,# CHILL MUSIC #,1,yes,Chill music for relaxation,high,gpt-4o-mini,Sleep/Relax
20903,# summer 2k17,# summer 2k17,1,yes,Summer 2017 playlist,high,gpt-4o-mini,Seasonal/Summer
